단축코드,한글 종목명
251280,안지오랩
065660,안트로젠
297570,알로이스
001780,알루코 보통주
260660,알리코제약
354320,알멕
361570,알비더블유
131370,알서포트
140670,알에스오토메이션
327260,알에프머트리얼즈
096610,알에프세미
474610,알에프시스템즈
218410,알에프에이치아이씨
061040,알에프텍
148250,알엔투테크놀로지
347860,알체라
196170,알테오젠
123750,알톤
085810,알티캐스트
043100,알파녹스
117670,알파칩스
314140,알피바이오
291650,압타머사이언스
293780,압타바이오
018250,애경산업보통주
161000,애경케미칼보통주
390110,애니메디솔루션
310200,애니플러스
179530,애드바이오텍
900100,애머릿지코퍼레이션
052790,액토즈소프트
290740,액트로
238090,앤디포스
092600,앤씨앤
129890,앱코
174900,앱클론 주식회사
270520,앱트뉴로사이언스
255440,야스
030960,양지사
102120,어보브반도체
238120,얼라인드제네틱스
224810,엄지하우스
019990,에너토크
011090,에넥스보통주
435570,에르코스 농업회사법인
270660,에브리봇 주식회사
038680,에스넷시스템
137310,에스디바이오센서보통주
217480,에스디생명공학
121890,에스디시스템
099220,에스디엔
304360,에스바이오메딕스
289080,에스브이인베스트먼트
389500,에스비비테크
003080,에스비성보보통주
019550,에스비아이인베스트먼트
034120,에스비에스보통주
042110,에스씨디
246960,에스씨엘사이언스
298060,에스씨엠생명과학
065420,에스아이리소스
270210,에스알바이오텍
103230,에스앤더블류
260970,에스앤디
101490,에스앤에스텍
095910,에스에너지
275630,에스에스알
419530,에스에이엠지엔터테인먼트
031330,에스에이엠티
060540,에스에이티
056190,에스에프에이
036540,에스에프에이반도체
091340,에스엔케이폴리텍
005850,에스엘보통주
246250,에스엘에스바이오
063440,에스엠라이프디자인그룹
010580,에스엠벡셀보통주
460870,에스엠씨지
041510,에스엠엔터테인먼트
048550,에스엠컬처앤콘텐츠
007820,에스엠코어
464080,에스오에스랩
109610,에스와이
365330,에스와이스틸텍
012750,에스원보통주
019590,에스유앤피
306040,에스제이그룹
033530,에스제이지세종보통주
217910,에스제이켐
004060,에스지세계물산보통주
016250,에스지씨이앤씨
049470,에스지에이
184230,에스지에이 솔루션즈
040610,에스지엔지
255220,에스지이
398120,에스지헬스케어
006120,에스케이디스커버리보통주
302440,에스케이바이오사이언스보통주
326030,에스케이바이오팜보통주
475150,에스케이이터닉스보통주
457940,에스케이증권제10호기업인수목적
472230,에스케이증권제11호기업인수목적
473000,에스케이증권제12호기업인수목적
473950,에스케이증권제13호기업인수목적
455910,에스케이증권제9호기업인수목적
000660,에스케이하이닉스보통주
475660,에스켐
096630,에스코넥
069510,에스텍
234300,에스트래픽
039440,에스티아이
098660,에스티오
052020,에스티큐브
237690,에스티팜
050760,에스폴리텍
288620,에스퓨얼셀
443670,에스피소프트
317830,에스피시스템스
058610,에스피지
043340,에쎈테크
023960,에쓰씨엔지니어링보통주
163280,에어레인
298690,에어부산보통주
054630,에이디칩스
200710,에이디테크놀로지
475580,에이럭스
096690,에이루트
078520,에이블씨엔씨보통주
298380,에이비엘바이오
203400,에이비온
195990,에이비프로바이오
003800,에이스침대
088800,에이스테크놀로지
241840,에이스토리
364950,에이아이코리아
453860,에이에스텍
312610,에이에프더블류
015260,에이엔피보통주
172670,에이엘티
495900,에이엠시지
234070,에이원알폼
481070,에이유브랜즈
140910,에이자기관리부동산투자회사보통주
445090,에이직랜드
039570,에이치디씨랩스보통주
089470,에이치디씨현대이피보통주
009540,에이치디한국조선해양보통주
267270,에이치디현대건설기계보통주
443060,에이치디현대마린솔루션보통주
071970,에이치디현대마린엔진보통주
010620,에이치디현대미포보통주
267250,에이치디현대보통주
322000,에이치디현대에너지솔루션보통주
042670,에이치디현대인프라코어보통주
267260,에이치디현대일렉트릭보통주
329180,에이치디현대중공업보통주
295310,에이치브이엠
297890,에이치비솔루션
440290,에이치비인베스트먼트
078150,에이치비테크놀러지
072990,에이치시티
225530,에이치씨보광산업
060560,에이치씨홈센타
036640,에이치알에스
002460,에이치에스화성보통주
487570,에이치에스효성보통주
298050,에이치에스효성첨단소재보통주
044990,에이치엔에스하이텍
028300,에이치엘비
003580,에이치엘비글로벌보통주
278650,에이치엘비바이오스텝
343090,에이치엘비사이언스
067630,에이치엘비생명과학
187420,에이치엘비제넥스
047920,에이치엘비제약
115450,에이치엘비테라퓨틱스
046210,에이치엘비파나진
196300,에이치엘비펩
239610,에이치엘사이언스
036170,에이치엠넥스
462020,에이치엠씨아이비제6호기업인수목적
477340,에이치엠씨아이비제7호기업인수목적
011200,에이치엠엠보통주
148930,에이치와이티씨
376270,에이치이엠파마
044780,에이치케이
195940,에이치케이이노엔
403870,에이치피에스피
357230,에이치피오
355690,에이텀
071670,에이테크솔루션
045660,에이텍
224110,에이텍모빌리티
021080,에이티넘인베스트먼트
200470,에이팩트
207490,에이펙스인텍
262260,에이프로
003060,에이프로젠바이오로직스보통주
007460,에이프로젠보통주
397030,에이프릴바이오
244920,에이플러스에셋보통주
265520,에이피시스템
278470,에이피알보통주
054620,에이피에스
211270,에이피위성
109960,에이피헬스케어
230240,에치에프알
159910,에코글로우
230360,에코마케팅
038870,에코바이오홀딩스
097780,에코볼트
448280,에코아이
101360,에코앤드림
128540,에코캡
086520,에코프로
450080,에코프로머티보통주
247540,에코프로비엠
383310,에코프로에이치엔
038110,에코플라스틱
073540,에프알텍
064850,에프앤가이드
214270,에프에스엔
036810,에프에스티
173940,에프엔씨엔터테인먼트
083500,에프엔에스테크
446440,에피바이오텍
054940,엑사이엔씨
950130,엑세스바이오
373110,엑셀세라퓨틱스
205100,엑셈
356680,엑스게이트
070300,엑스큐어
317770,엑스페릭스
373200,엑스플러스
069920,엑시온그룹
092870,엑시콘
019490,엑시큐어하이트론보통주
317870,엔바이오니아
067570,엔브이에이치코리아
236810,엔비티
140610,엔솔바이오사이언스
333620,엔시스
101400,엔시트론
036570,엔씨소프트보통주
475230,엔알비
238170,엔에스엠
078860,엔에스이엔엠
224760,엔에스컴퍼니
451700,엔에이치기업인수목적29호
466910,엔에이치기업인수목적30호
481890,엔에이치기업인수목적31호
104200,엔에이치엔벅스
060250,엔에이치엔케이씨피
400760,엔에이치올원리츠보통주
005940,엔에이치투자증권보통주
265740,엔에프씨
053290,엔이능률
354200,엔젠바이오
455900,엔젤로보틱스
419080,엔젯
093510,엔지브이아이
208860,엔지스테크널러지
183490,엔지켐생명과학
085310,엔케이 보통주
182400,엔케이맥스
348370,엔켐
069410,엔텔스
227950,엔투텍
291230,엔피
222160,엔피엑스
048830,엔피케이
096870,엘디티
276240,엘리비젼
900140,엘브이엠씨홀딩스보통주
061970,엘비세미콘
309960,엘비인베스트먼트
290650,엘앤씨바이오
066970,엘앤에프보통주
156100,엘앤케이바이오메드
0041J0,엘에스기업인수목적1호
060370,엘에스마린솔루션
417200,엘에스머트리얼즈
078020,엘에스증권
322180,엘에스티라유텍
311060,엘에이티
108670,엘엑스하우시스보통주
383800,엘엑스홀딩스보통주
073110,엘엠에스
083310,엘오티베큠
064400,엘지씨엔에스보통주
037560,엘지헬로비전보통주
037950,엘컴텍
225190,엘케이삼양
489500,엘케이켐
170920,엘티씨
476080,엠83
058630,엠게임
226590,엠디바이스
058970,엠로
097520,엠씨넥스보통주
373170,엠아이큐브솔루션
179290,엠아이텍
484870,엠앤씨솔루션보통주
009780,엠에스씨
123040,엠에스오토텍
432980,엠에프씨
413390,엠오티
032790,엠젠솔루션
033160,엠케이전자
347890,엠투아이코퍼레이션
033310,엠투엔
259630,엠플러스
105550,엣지파운드리
060850,영림원소프트랩
014440,영보화학보통주
143540,영우디에스피
111770,영원무역보통주
009970,영원무역홀딩스보통주
003520,영진약품보통주
000670,영풍보통주
006740,영풍제지보통주
012280,영화금속보통주
265560,영화테크
012160,영흥보통주
036000,예림당
250930,예선테크
053280,예스이십사
122640,예스티
476040,오가노이드사이언스
900300,오가닉티코스메틱스홀딩스컴퍼니리미티드
212310,오건에코텍
045060,오공
192410,오늘이엔엠
080520,오디텍
007310,오뚜기보통주
039830,오로라월드
322310,오로스테크놀로지
046120,오르비텍
475830,오름테라퓨틱
014940,오리엔탈정공
002630,오리엔트바이오보통주
065500,오리엔트정공
271560,오리온보통주
001800,오리온홀딩스보통주
010470,오리콤
417860,오브젠
352910,오비고
053980,오상자이엘
036220,오상헬스케어
052420,오성첨단소재
332190,오션스바이오
052300,오션인더블유
039200,오스코텍
031510,오스템
010060,오씨아이홀딩스보통주
368970,오에스피
138080,오이솔루션
080580,오킨스전자
067170,오텍
353590,오토앤
173130,오파스넷
049480,오픈베이스
394280,오픈엣지테크놀로지
309930,오하임앤컴퍼니
476060,온코닉테라퓨틱스
382150,온코크로스
005320,온타이드보통주
244460,올리패스
226950,올릭스
057540,옴니시스템
131030,옵투스제약
082210,옵트론텍
109080,옵티시스
380540,옵티코어
153710,옵티팜
051390,와이더블유
432430,와이랩
338840,와이바이오로직스
057030,와이비엠넷
122990,와이솔
232140,와이씨
112290,와이씨켐
065530,와이어블
067900,와이엔텍
007530,와이엠
155650,와이엠씨
273640,와이엠텍
251370,와이엠티
209640,와이제이링크
096250,와이즈넛
273060,와이즈버즈
019210,와이지-원
122870,와이지엔터테인먼트
037270,와이지플러스보통주
011690,와이투솔루션보통주
040300,와이티엔
079000,와토스 코리아
316140,우리금융지주보통주
032820,우리기술
041190,우리기술투자
115440,우리넷
046970,우리로
082850,우리바이오
215360,우리산업
072470,우리산업홀딩스
073560,우리손에프앤지 농업회사법인
037400,우리엔터프라이즈
153490,우리이앤엘
101170,우림피티에스
006980,우성보통주
066590,우수AMS
017370,우신시스템보통주
103840,우양
101970,우양에이치씨
046940,우원개발
215380,우정바이오
065680,우주일렉트로닉스
105840,우진보통주
018620,우진비앤지
010400,우진아이엔에스보통주
457550,우진엔텍
049800,우진플라임 보통주
016880,웅진보통주
095720,웅진씽크빅 보통주
396470,워트 주식회사
005820,원림보통주
307280,원바이오젠
032940,원익
104830,원익머트리얼즈
240810,원익아이피에스
014190,원익큐브
074600,원익큐엔씨
217820,원익피앤이
030530,원익홀딩스
012620,원일특강
136150,원일티엔아이
382840,원준
336570,원텍
376980,원티드랩
122830,원포유
008370,원풍
008290,원풍물산
101160,월덱스
336060,웨이버스
095270,웨이브일렉트로닉스
289930,웨이비스
010600,웰바이오텍보통주
065950,웰크론
076080,웰크론한텍
043590,웰킵스하이텍
196700,웹스
069080,웹젠
053580,웹케시
479960,위너스
377460,위니아에이드
044340,위닉스
330350,위더스제약
348350,위드텍
112040,위메이드
101730,위메이드맥스
123420,위메이드플레이
065370,위세아이텍
140660,위월드 주식회사
038620,위즈코프
299900,위지윅스튜디오
036090,위지트
459100,위츠
136540,윈스테크넷
097800,윈팩
192390,윈하이텍
008600,윌비스보통주
335870,윙스풋
900340,윙입푸드홀딩스
014830,유니드 보통주
446070,유니드비티플러스보통주
036200,유니셈
018000,유니슨
047400,유니온머티리얼보통주
203450,유니온바이오메트릭스
000910,유니온보통주
011330,유니켐보통주
077500,유니퀘스트 보통주
011320,유니크
086390,유니테스트
241690,유니테크노
142210,유니트론텍
121060,유니포인트
389680,유디엠텍
088340,유라클
048430,유라테크
206650,유바이오로직스
089850,유비벨록스
495810,유비씨
084440,유비온
032620,유비케어
264450,유비쿼스
078070,유비쿼스홀딩스
002920,유성기업보통주
024800,유성티엔에스
000700,유수홀딩스보통주
054930,유신
069330,유아이디
049520,유아이엘
444920,유안타제11호기업인수목적
446150,유안타제12호기업인수목적
449020,유안타제13호기업인수목적
450940,유안타제14호기업인수목적
473050,유안타제15호기업인수목적
474490,유안타제16호기업인수목적
493790,유안타제17호기업인수목적
003470,유안타증권보통주
263770,유에스티
337840,유엑스엔
072130,유엔젤보통주
000220,유유제약보통주
388720,유일로보틱스
340930,유일에너테크
023410,유진기업
468760,유진기업인수목적10호
488060,유진기업인수목적11호
056080,유진로봇
084370,유진테크
240600,유진테크놀로지
001200,유진투자증권보통주
221800,유투바이오
179900,유티아이
263050,유틸렉스
000100,유한양행보통주
003460,유화증권보통주
191410,육일씨엔에쓰
372170,윤성에프앤씨
146060,율촌
008730,율촌화학보통주
072770,율호
008250,이건산업보통주
039020,이건홀딩스
025820,이구산업보통주
067920,이글루코퍼레이션
044960,이글벳
303530,이노뎁
296640,이노룰스
302430,이노메트리
279060,이노벡스
214320,이노션보통주
462350,이노스페이스
274400,이노시뮬레이션
073490,이노와이어리스
215790,이노인스트루먼트
344860,이노진
088390,이녹스
272290,이녹스첨단소재
053350,이니텍
452400,이닉스
264850,이랜시스
054210,이랜텍
009730,이렘
065440,이루온
088260,이리츠코크렙기업구조조정부동산투자회사보통주
139480,이마트보통주
424870,이뮨온시아
115610,이미지스테크놀로지
478110,이베스트기업인수목적6호
131400,이브이첨단소재
208850,이비테크
351330,이삭엔지니어링
080010,이상네트웍스
379390,이성씨엔아이
457190,이수스페셜티케미컬보통주
086890,이수앱지스
007660,이수페타시스보통주
005950,이수화학보통주
015020,이스타코보통주
047560,이스트소프트
900110,이스트아시아홀딩스인베스트먼트리미티드
239340,이스트에이드
067010,이씨에스텔레콤
093230,이아이디보통주
341310,이앤에치
418620,이에이트
456070,이엔셀
102710,이엔에프테크놀로지
074610,이엔플러스보통주
041520,이엘씨
063760,이엘피
123570,이엠넷
278990,이엠비
083470,이엠앤아이
095190,이엠코리아
091120,이엠텍
232530,이엠티
102460,이연제약보통주
039030,이오테크닉스
294090,이오플로우
245620,이원다이애그노믹스
088290,이원컴포텍
084680,이월드보통주
037370,이지
353810,이지바이오
350520,이지스레지던스리츠보통주
334890,이지스밸류플러스리츠보통주
099750,이지케어텍
377330,이지트로닉스
035810,이지홀딩스
092130,이크레더블
096040,이트론
134060,이퓨쳐
001840,이화공영
000760,이화산업보통주
024810,이화전기공업
014990,인디에프보통주
041830,인바디
352940,인바이오
101140,인바이오젠보통주
216400,인바이츠바이오코아
079950,인베니아
389470,인벤티지랩
277410,인산가
060150,인선이엔티
033230,인성정보
450520,인스웨이브
006490,인스코비보통주
465480,인스피언
037330,인지디스플레이
100030,인지소프트
023800,인지컨트롤스보통주
034590,인천도시가스 보통주
211050,인카금융서비스
083640,인콘
064090,인크레더블버즈
216050,인크로스
049070,인탑스
311960,인터로이드
119610,인터로조
017250,인터엠
129260,인터지스보통주
051370,인터플렉스
064290,인텍플러스
189300,인텔리안테크놀로지스
287840,인투셀
150840,인트로메딕
048530,인트론바이오테크놀로지
023810,인팩보통주
115310,인포바인
039290,인포뱅크
071200,인피니트헬스케어
101930,인화정공
249420,일동제약보통주
000230,일동홀딩스보통주
013360,일성건설보통주
003120,일성아이에스보통주
333430,일승
068330,일신바이오베이스
003200,일신방직보통주
007110,일신석재보통주
007570,일양약품보통주
178780,일월지엠엘
008500,일정실업보통주
019540,일지테크
081000,일진다이아몬드 보통주
020760,일진디스플레이보통주
103590,일진전기 보통주
094820,일진파워
271940,일진하이솔루스보통주
015860,일진홀딩스보통주
226320,잇츠한불보통주
950140,잉글우드랩
049550,잉크테크
389020,자람테크놀로지
254120,자비스
043910,자연과 환경
234920,자이글
289220,자이언트스텝
317400,자이에스앤디보통주
033240,자화전자보통주
174880,장원테크
049630,재영솔루텍
417840,저스템
000950,전방보통주
079900,전진건설로봇보통주
110020,전진바이오팜
208140,정다운
040420,정상제이엘에스
045510,정원엔시스
217190,제너셈
095700,제넥신
122310,제노레이
361390,제노코
066830,제노텍
225220,제놀루션
123330,제닉
381620,제닉스
159580,제로투세븐
147830,제룡산업
033100,제룡전기
079370,제우스
067290,제이더블유신약
054950,제이브이엠
023440,제이스코홀딩스
090470,제이스텍
137950,제이씨케미칼
033320,제이씨현시스템
417500,제이아이테크
348950,제이알글로벌리츠보통주
204270,제이앤티씨
127120,제이에스링크
194370,제이에스코퍼레이션보통주
026040,제이에스티나
452160,제이엔비
126880,제이엔케이글로벌
322510,제이엘케이
254160,제이엠멀티
033050,제이엠아이
094970,제이엠티
418550,제이오
035900,제이와이피엔터테인먼트
025620,제이준코스메틱보통주
420570,제이투케이바이오
089790,제이티
950170,제이티씨
030000,제일기획보통주
052670,제일바이오
271980,제일약품보통주
412540,제일엠앤에스
001560,제일연마공업보통주
199820,제일일렉트릭
038010,제일테크노스
002620,제일파마홀딩스보통주
080220,제주반도체
006220,제주은행보통주
089590,제주항공보통주
216080,제테마
337930,젝시믹스
229000,젠큐릭스
082270,젬백스&카엘
044060,조광아이엘아이
004910,조광페인트보통주
004700,조광피혁보통주
001550,조비보통주
462520,조선내화보통주
120030,조선선재 보통주
034940,조아제약
067000,조이시티
018470,조일알미늄보통주
002600,조흥보통주
063160,종근당바이오보통주
185750,종근당보통주
001630,종근당홀딩스보통주
033340,좋은사람들
036930,주성엔지니어링
109070,주성코퍼레이션보통주
185190,주식회사 수프로
357580,주식회사 아모센스
226400,주식회사 오스테오닉
440320,주식회사 오픈놀
189350,주식회사 코셋
348080,주식회사 큐라티스
023450,주식회사동남합성
002380,주식회사케이씨씨
044380,주연테크 보통주
024110,중소기업은행보통주
072020,중앙백신연구소
000440,중앙에너비스
051980,중앙첨단소재
228760,지노믹트리
314130,지놈앤컴퍼니
013890,지누스보통주
389030,지니너스
263860,지니언스
303030,지니틱스
036180,지더블유바이텍
208350,지란지교시큐리티
289860,지슨
144510,지씨셀
340450,지씨지놈
358570,지아이이노베이션
382480,지아이텍
382800,지앤비에스 에코
299480,지앤이헬스케어
051160,지어소프트
001250,지에스글로벌보통주
007070,지에스리테일보통주
053050,지에스이
499790,지에스피앤엘보통주
076340,지에이이노더스
130500,지에이치신소재
388610,지에프씨생명과학
119850,지엔씨에너지
065060,지엔코
204840,지엘팜텍
013870,지엠비코리아보통주
071320,지역난방공사보통주
311320,지오엘리먼트
388050,지투파워
088790,진도 보통주
018120,진로발효
109820,진매트릭스
086060,진바이오텍
036890,진성티이씨
363250,진시스템
003780,진양산업보통주
007370,진양제약
010640,진양폴리우레탄보통주
100250,진양홀딩스보통주
051630,진양화학보통주
272450,진에어보통주
285800,진영
011000,진원생명과학보통주
250030,진코스텍
002780,진흥기업보통주
233990,질경이
085660,차바이오텍
261780,차백신연구소
900250,차이나크리스탈신소재홀딩스
351870,차이커뮤니케이션
009310,참엔지니어링보통주
094850,참좋은여행
368030,창대정밀
004650,창해에탄올
278280,천보
000650,천일고속보통주
362320,청담글로벌
066360,체리부로
033250,체시스보통주
047820,초록뱀미디어
094360,칩스앤미디어
016920,카스
284620,카이노스메드
293490,카카오게임즈
323410,카카오뱅크보통주
035720,카카오보통주
377300,카카오페이보통주
140430,카티스
042000,카페24
006380,카프로보통주
313760,캐리
317530,캐리소프트
071850,캐스텍코리아
198080,캐프
210120,캔버스엔
050110,캠시스
452300,캡스톤파트너스
451760,컨텍
900310,컬러레이홀딩스
078340,컴투스
063080,컴투스홀딩스
307930,컴퍼니케이파트너스
079190,케스피온
263700,케어랩스
214370,케어젠
221980,케이디켐
038530,케이바이오
415640,케이비발해인프라투융자회사보통주
001620,케이비아이동국실업보통주
024840,케이비아이메탈
455250,케이비제25호기업인수목적 주식회사
464680,케이비제27호기업인수목적
478390,케이비제29호기업인수목적
486630,케이비제30호기업인수목적
492220,케이비제31호기업인수목적
0037T0,케이비제32호기업인수목적
318000,케이비지
192250,케이사인
431190,케이쓰리아이
009440,케이씨그린홀딩스보통주
029460,케이씨보통주
112190,케이씨산업
021320,케이씨씨건설
344820,케이씨씨글라스보통주
115500,케이씨에스
119650,케이씨코트렐보통주
281820,케이씨텍보통주
089150,케이씨티
025880,케이씨피드
093320,케이아이엔엑스
093640,케이알엠
044450,케이에스에스 해운 보통주
101000,케이에스인더스트리
073010,케이에스피
226360,케이에이치건설
111870,케이에이치미래물산
060720,케이에이치바텍
122450,케이엑스이노베이션
052900,케이엑스하이텍
105330,케이엔더블유
053080,케이엔솔
199430,케이엔알시스템
432470,케이엔에스
058400,케이엔엔
272110,케이엔제이
039420,케이엘넷
083550,케이엠
032500,케이엠더블유
225430,케이엠제약
102370,케이옥션
068100,케이웨더
092220,케이이씨 보통주
106080,케이이엠텍
036560,케이젯정밀
046440,케이지모빌리언스
455180,케이지에이
151860,케이지에코솔루션
035600,케이지이니시스
381970,케이카보통주
145270,케이탑리츠보통주
089600,케이티나스미디어
418470,케이티밀리의서재
030200,케이티보통주
053210,케이티스카이라이프
058850,케이티씨에스보통주
058860,케이티아이에스보통주
036030,케이티알파
033780,케이티앤지보통주
043610,케이티지니뮤직
064820,케이프
024880,케이피에프
042040,케이피엠테크
054410,케이피티유
258610,케일럼
274090,켄코아에어로스페이스
402420,켈스
089010,켐트로닉스
220260,켐트로스
176590,코나솔
052400,코나아이
402030,코난테크놀로지
391710,코닉오토메이션
046070,코다코
047770,코데즈컴바인
080530,코디
417310,코람코더원리츠보통주
357120,코람코라이프인프라리츠보통주
104540,코렌텍
027050,코리아나화장품
007810,코리아써키트보통주
190650,코리아에셋투자증권
123410,코리아에프티
003690,코리안리재보험보통주
036690,코맥스
049430,코메론
183300,코미코
041960,코미팜
089890,코세스
360350,코셈
082660,코스나인
192820,코스맥스보통주
044820,코스맥스비티아이 주식회사 보통주
222040,코스맥스엔비티
241710,코스메카코리아
005070,코스모신소재보통주
005420,코스모화학보통주
355150,코스텍시스
169670,코스텍시스템
071950,코아스보통주
166480,코아스템켐온
045970,코아시아
196450,코아시아씨엠
384470,코어라인소프트
003070,코오롱글로벌보통주
450140,코오롱모빌리티그룹보통주
002020,코오롱보통주
102940,코오롱생명과학
138490,코오롱이앤피보통주
120110,코오롱인더스트리보통주
950160,코오롱티슈진
021240,코웨이보통주
033290,코웰패션
056360,코위버
282880,코윈테크
121850,코이즈
448710,코츠테크놀로지
126730,코칩
015710,코콤
052330,코텍
322780,코퍼스코리아
036420,콘텐트리중앙보통주
200130,콜마비앤에이치
024720,콜마홀딩스보통주
294570,쿠콘
192400,쿠쿠홀딩스보통주
284740,쿠쿠홈시스보통주
317690,퀀타매트릭스
227100,퀀텀온
432720,퀄리타스반도체
456190,큐라켐
365270,큐라클
086460,큐러블
060280,큐렉소
372320,큐로셀
051780,큐로홀딩스
115180,큐리언트
445680,큐리옥스바이오시스템즈
182360,큐브엔터테인먼트
405100,큐알티
066310,큐에스아이
136660,큐엠씨
016600,큐캐피탈파트너스
355390,크라우드웍스
264900,크라운제과보통주
005740,크라운해태홀딩스보통주
259960,크래프톤보통주
096240,크레버스
040350,크레오에스지
215570,크로넥스
110790,크리스에프앤씨
045520,크린앤사이언스
214150,클래시스
466100,클로봇
237880,클리오
139670,키네마스터
020120,키다리스튜디오보통주
475430,키스트론
487720,키움제10호기업인수목적
489480,키움제11호기업인수목적
446840,키움제8호기업인수목적
039490,키움증권보통주
054780,키이스트
256940,킵스바이오파마
336040,타스컴
219130,타이거일렉
346010,타이드
318660,타임기술
476710,타조엔터테인먼트
434190,탈로스
336680,탑런토탈솔루션
360070,탑머티리얼
180060,탑선
065130,탑엔지니어링
134580,탑코미디어
014580,태경비케이보통주
015890,태경산업보통주
006890,태경케미컬보통주
023160,태광
003240,태광산업보통주
011280,태림포장보통주
323280,태성
053620,태양
052960,태양3C
004100,태양금속공업보통주
116100,태양기계 주식회사
009410,태영건설보통주
044490,태웅
124560,태웅로직스
001420,태원물산보통주
191420,테고사이언스
073640,테라사이언스
066700,테라젠이텍스
095610,테스
055490,테이팩스보통주
308700,테크엔
064520,테크엘
089030,테크윙
258050,테크트랜스
054450,텔레칩스
078000,텔코웨어 보통주
200230,텔콘알에프제약
214420,토니모리보통주
393210,토마토시스템
475960,토모큐브
215480,토박스코리아
051360,토비스
045340,토탈소프트뱅크
108230,톱텍
079970,투비소프트
199800,툴젠
417790,트루엔
290090,트윔
026150,특수건설
464280,티디에스팜
117730,티로보틱스
033830,티비씨
057680,티사이언티픽
204610,티쓰리엔터테인먼트
125020,티씨머티리얼즈
064760,티씨케이
246710,티앤알바이오팹
340570,티앤엘
043220,티에스넥스젠
277880,티에스아이
131290,티에스이
246690,티에스인베스트먼트
317240,티에스트릴리온
019180,티에이치엔보통주
425420,티에프이
484810,티엑스알로보틱스
131100,티엔엔터테인먼트
356860,티엘비
413300,티엘엔지니어링
002900,티와이엠보통주
363280,티와이홀딩스보통주
321550,티움바이오
091810,티웨이항공보통주
004870,티웨이홀딩스보통주
425040,티이엠씨
241790,티이엠씨씨엔에스
032540,티제이미디어
022220,티케이지애강
069260,티케이지휴켐스보통주
104480,티케이케미칼
081150,티플랙스
007980,티피보통주
130740,티피씨
048770,티피씨메카트로닉스
217880,틸론
084730,팅크웨어
440110,파두
034230,파라다이스보통주
033540,파라텍
388870,파로스아이바이오
043200,파루
214450,파마리서치
217950,파마리서치바이오
208340,파멥신
005690,파미셀보통주
177830,파버나인
037070,파세코
150900,파수
037030,파워넷
047310,파워로직스
266870,파워풀엑스
368770,파이버프로
170790,파이오링크
049120,파인디앤씨
038950,파인디지털
387570,파인메딕스
441270,파인엠텍
106240,파인테크닉스
131760,파인텍
065690,파커스
140860,파크시스템스
091700,파트론
202960,판도라티비
032800,판타지오
318010,팜스빌
036580,팜스코보통주
027710,팜스토리
004720,팜젠사이언스보통주
266350,팡스카이
225590,패션플랫폼
054300,팬스타엔터프라이즈
068050,팬엔터테인먼트
028670,팬오션보통주
222110,팬젠
271830,팸텍
010820,퍼스텍보통주
016800,퍼시스보통주
263750,펄어비스
251970,펌텍코리아
001020,페이퍼코리아보통주
327610,펨토바이오메드
168360,펨트론
087010,펩트론
090080,평화산업 주식회사 보통주
010770,평화홀딩스보통주
064800,포니링크
119500,포메탈
389140,포바이포
105760,포스뱅크
022100,포스코DX보통주
058430,포스코스틸리온보통주
047050,포스코인터내셔널보통주
003670,포스코퓨처엠보통주
005490,포스코홀딩스보통주
189690,포시에스
318020,포인트모바일
256630,포인트엔지니어링
331380,포커스에이아이
208710,포톤
472850,폰드그룹
234100,폴라리스세원
039980,폴라리스에이아이
041910,폴라리스에이아이파마
041020,폴라리스오피스
114630,폴라리스우노
290720,푸드나무
005670,푸드웰
094940,푸른기술
057880,푸른소나무
007330,푸른저축은행
017810,풀무원보통주
093380,풍강
023900,풍국주정공업
103140,풍산 보통주
005810,풍산홀딩스보통주
371950,풍원정밀
370090,퓨런티어
445180,퓨릿
151910,퓨처코어
341170,퓨쳐메디신
220100,퓨쳐켐
035200,프럼파스트
334970,프레스티지바이오로직스
950210,프레스티지바이오파마KDR
321260,프로이천
296160,프로젠
053610,프로텍
468530,프로티나
303360,프로티아
377220,프롬바이오
335810,프리시젼바이오
053160,프리엠스
405000,플라즈맵
041590,플래스크
367000,플래티어
075130,플랜티넷
222670,플럼라인생명과학
009810,플레이그램보통주
237820,플레이디
023770,플레이위드코리아
019570,플루토스투자
300080,플리토
033790,피노
032580,피델릭스
051380,피씨디렉트
241820,피씨엘
452450,피아이이
178920,피아이첨단소재보통주
237750,피앤씨테크
460940,피앤에스로보틱스
332570,피에스일렉트로닉스
319660,피에스케이
031980,피에스케이홀딩스
002230,피에스텍
043370,피에이치에이
239890,피엔에이치테크
347740,피엔케이피부임상연구센타
137400,피엔티
257370,피엔티엠에스
024940,피엔풍년
147760,피엠티
128660,피제이메탈
006140,피제이전자
001340,피케이씨보통주
376180,피코그램
304840,피플바이오
087600,픽셀플러스
291810,핀텔
378340,필에너지
161580,필옵틱스
347770,핌스
163730,핑거
417180,핑거스토리
446750,하나26호기업인수목적
448370,하나27호기업인수목적
454750,하나28호기업인수목적
454640,하나29호기업인수목적
469880,하나30호기업인수목적
469900,하나31호기업인수목적
475240,하나32호기업인수목적
475250,하나33호기업인수목적
484130,하나34호기업인수목적
086790,하나금융지주보통주
299030,하나기술
067310,하나마이크론
166090,하나머티리얼즈
293480,하나제약보통주
039130,하나투어보통주
136480,하림
003380,하림지주
450330,하스
101670,하이드로리튬
365590,하이딥
149980,하이로닉
013030,하이록코리아
352820,하이브보통주
